statement,label,polarity,dataset_id,sentence_id,n1,n2,diff,abs_diff
Is it true that fifty-one is larger than eighty-six?,0,1,2,32,51,86,-35,35
Is it true that fifty-one is larger than eighty-seven?,0,1,2,33,51,87,-36,36
Is it true that fifty-one is larger than eighty-eight?,0,1,2,34,51,88,-37,37
Is it true that fifty-one is larger than eighty-nine?,0,1,2,35,51,89,-38,38
Is it true that fifty-one is larger than ninety-one?,0,1,2,36,51,91,-40,40
Is it true that fifty-one is larger than ninety-two?,0,1,2,37,51,92,-41,41
Is it true that fifty-one is larger than ninety-three?,0,1,2,38,51,93,-42,42
Is it true that fifty-one is larger than ninety-four?,0,1,2,39,51,94,-43,43
Is it true that fifty-one is larger than ninety-five?,0,1,2,40,51,95,-44,44
Is it true that fifty-one is larger than ninety-six?,0,1,2,41,51,96,-45,45
Is it true that fifty-one is larger than ninety-seven?,0,1,2,42,51,97,-46,46
Is it true that fifty-one is larger than ninety-eight?,0,1,2,43,51,98,-47,47
Is it true that fifty-one is larger than ninety-nine?,0,1,2,44,51,99,-48,48
Is it true that fifty-two is larger than fifty-one?,1,1,2,45,52,51,1,1
Is it true that fifty-two is larger than fifty-three?,0,1,2,46,52,53,-1,1
Is it true that fifty-two is larger than fifty-four?,0,1,2,47,52,54,-2,2
Is it true that fifty-two is larger than fifty-five?,0,1,2,48,52,55,-3,3
Is it true that fifty-two is larger than fifty-six?,0,1,2,49,52,56,-4,4
Is it true that fifty-two is larger than fifty-seven?,0,1,2,50,52,57,-5,5
Is it true that fifty-two is larger than fifty-eight?,0,1,2,51,52,58,-6,6
Is it true that fifty-two is larger than fifty-nine?,0,1,2,52,52,59,-7,7
Is it true that fifty-two is larger than sixty-one?,0,1,2,53,52,61,-9,9
Is it true that fifty-two is larger than sixty-two?,0,1,2,54,52,62,-10,10
Is it true that fifty-two is larger than sixty-three?,0,1,2,55,52,63,-11,11
Is it true that fifty-two is larger than sixty-four?,0,1,2,56,52,64,-12,12
Is it true that fifty-two is larger than sixty-five?,0,1,2,57,52,65,-13,13
Is it true that fifty-two is larger than sixty-six?,0,1,2,58,52,66,-14,14
Is it true that fifty-two is larger than sixty-seven?,0,1,2,59,52,67,-15,15
Is it true that fifty-two is larger than sixty-eight?,0,1,2,60,52,68,-16,16
Is it true that fifty-two is larger than sixty-nine?,0,1,2,61,52,69,-17,17
Is it true that fifty-two is larger than seventy-one?,0,1,2,62,52,71,-19,19
Is it true that fifty-two is larger than seventy-two?,0,1,2,63,52,72,-20,20
Is it true that fifty-two is larger than seventy-three?,0,1,2,64,52,73,-21,21
Is it true that fifty-two is larger than seventy-four?,0,1,2,65,52,74,-22,22
Is it true that fifty-two is larger than seventy-five?,0,1,2,66,52,75,-23,23
Is it true that fifty-two is larger than seventy-six?,0,1,2,67,52,76,-24,24
Is it true that fifty-two is larger than seventy-seven?,0,1,2,68,52,77,-25,25
Is it true that fifty-two is larger than seventy-eight?,0,1,2,69,52,78,-26,26
Is it true that fifty-two is larger than seventy-nine?,0,1,2,70,52,79,-27,27
Is it true that fifty-two is larger than eighty-one?,0,1,2,71,52,81,-29,29
Is it true that fifty-two is larger than eighty-two?,0,1,2,72,52,82,-30,30
Is it true that fifty-two is larger than eighty-three?,0,1,2,73,52,83,-31,31
Is it true that fifty-two is larger than eighty-four?,0,1,2,74,52,84,-32,32
Is it true that fifty-two is larger than eighty-five?,0,1,2,75,52,85,-33,33
Is it true that fifty-two is larger than eighty-six?,0,1,2,76,52,86,-34,34
Is it true that fifty-two is larger than eighty-seven?,0,1,2,77,52,87,-35,35
Is it true that fifty-two is larger than eighty-eight?,0,1,2,78,52,88,-36,36
Is it true that fifty-two is larger than eighty-nine?,0,1,2,79,52,89,-37,37
Is it true that fifty-two is larger than ninety-one?,0,1,2,80,52,91,-39,39
Is it true that fifty-two is larger than ninety-two?,0,1,2,81,52,92,-40,40
Is it true that fifty-two is larger than ninety-three?,0,1,2,82,52,93,-41,41
Is it true that fifty-two is larger than ninety-four?,0,1,2,83,52,94,-42,42
Is it true that fifty-two is larger than ninety-five?,0,1,2,84,52,95,-43,43
Is it true that fifty-two is larger than ninety-six?,0,1,2,85,52,96,-44,44
Is it true that fifty-two is larger than ninety-seven?,0,1,2,86,52,97,-45,45
Is it true that fifty-two is larger than ninety-eight?,0,1,2,87,52,98,-46,46
Is it true that fifty-two is larger than ninety-nine?,0,1,2,88,52,99,-47,47
Is it true that fifty-three is larger than fifty-one?,1,1,2,89,53,51,2,2
Is it true that fifty-three is larger than fifty-two?,1,1,2,90,53,52,1,1
Is it true that fifty-three is larger than fifty-four?,0,1,2,91,53,54,-1,1
Is it true that fifty-three is larger than fifty-five?,0,1,2,92,53,55,-2,2
Is it true that fifty-three is larger than fifty-six?,0,1,2,93,53,56,-3,3
Is it true that fifty-three is larger than fifty-seven?,0,1,2,94,53,57,-4,4
Is it true that fifty-three is larger than fifty-eight?,0,1,2,95,53,58,-5,5
Is it true that fifty-three is larger than fifty-nine?,0,1,2,96,53,59,-6,6
Is it true that fifty-three is larger than sixty-one?,0,1,2,97,53,61,-8,8
Is it true that fifty-three is larger than sixty-two?,0,1,2,98,53,62,-9,9
Is it true that fifty-three is larger than sixty-three?,0,1,2,99,53,63,-10,10
Is it true that fifty-three is larger than sixty-four?,0,1,2,100,53,64,-11,11
Is it true that fifty-three is larger than sixty-five?,0,1,2,101,53,65,-12,12
Is it true that fifty-three is larger than sixty-six?,0,1,2,102,53,66,-13,13
Is it true that fifty-three is larger than sixty-seven?,0,1,2,103,53,67,-14,14
Is it true that fifty-three is larger than sixty-eight?,0,1,2,104,53,68,-15,15
Is it true that fifty-three is larger than sixty-nine?,0,1,2,105,53,69,-16,16
Is it true that fifty-three is larger than seventy-one?,0,1,2,106,53,71,-18,18
Is it true that fifty-three is larger than seventy-two?,0,1,2,107,53,72,-19,19
Is it true that fifty-three is larger than seventy-three?,0,1,2,108,53,73,-20,20
Is it true that fifty-three is larger than seventy-four?,0,1,2,109,53,74,-21,21
Is it true that fifty-three is larger than seventy-five?,0,1,2,110,53,75,-22,22
Is it true that fifty-three is larger than seventy-six?,0,1,2,111,53,76,-23,23
Is it true that fifty-three is larger than seventy-seven?,0,1,2,112,53,77,-24,24
Is it true that fifty-three is larger than seventy-eight?,0,1,2,113,53,78,-25,25
Is it true that fifty-three is larger than seventy-nine?,0,1,2,114,53,79,-26,26
Is it true that fifty-three is larger than eighty-one?,0,1,2,115,53,81,-28,28
Is it true that fifty-three is larger than eighty-two?,0,1,2,116,53,82,-29,29
Is it true that fifty-three is larger than eighty-three?,0,1,2,117,53,83,-30,30
Is it true that fifty-three is larger than eighty-four?,0,1,2,118,53,84,-31,31
Is it true that fifty-three is larger than eighty-five?,0,1,2,119,53,85,-32,32
Is it true that fifty-three is larger than eighty-six?,0,1,2,120,53,86,-33,33
Is it true that fifty-three is larger than eighty-seven?,0,1,2,121,53,87,-34,34
Is it true that fifty-three is larger than eighty-eight?,0,1,2,122,53,88,-35,35
Is it true that fifty-three is larger than eighty-nine?,0,1,2,123,53,89,-36,36
Is it true that fifty-three is larger than ninety-one?,0,1,2,124,53,91,-38,38
Is it true that fifty-three is larger than ninety-two?,0,1,2,125,53,92,-39,39
Is it true that fifty-three is larger than ninety-three?,0,1,2,126,53,93,-40,40
Is it true that fifty-three is larger than ninety-four?,0,1,2,127,53,94,-41,41
Is it true that fifty-three is larger than ninety-five?,0,1,2,128,53,95,-42,42
Is it true that fifty-three is larger than ninety-six?,0,1,2,129,53,96,-43,43
Is it true that fifty-three is larger than ninety-seven?,0,1,2,130,53,97,-44,44
Is it true that fifty-three is larger than ninety-eight?,0,1,2,131,53,98,-45,45
Is it true that fifty-three is larger than ninety-nine?,0,1,2,132,53,99,-46,46
Is it true that fifty-four is larger than fifty-one?,1,1,2,133,54,51,3,3
Is it true that fifty-four is larger than fifty-two?,1,1,2,134,54,52,2,2
Is it true that fifty-four is larger than fifty-three?,1,1,2,135,54,53,1,1
Is it true that fifty-four is larger than fifty-five?,0,1,2,136,54,55,-1,1
Is it true that fifty-four is larger than fifty-six?,0,1,2,137,54,56,-2,2
Is it true that fifty-four is larger than fifty-seven?,0,1,2,138,54,57,-3,3
Is it true that fifty-four is larger than fifty-eight?,0,1,2,139,54,58,-4,4
Is it true that fifty-four is larger than fifty-nine?,0,1,2,140,54,59,-5,5
Is it true that fifty-four is larger than sixty-one?,0,1,2,141,54,61,-7,7
Is it true that fifty-four is larger than sixty-two?,0,1,2,142,54,62,-8,8
Is it true that fifty-four is larger than sixty-three?,0,1,2,143,54,63,-9,9
Is it true that fifty-four is larger than sixty-four?,0,1,2,144,54,64,-10,10
Is it true that fifty-four is larger than sixty-five?,0,1,2,145,54,65,-11,11
Is it true that fifty-four is larger than sixty-six?,0,1,2,146,54,66,-12,12
Is it true that fifty-four is larger than sixty-seven?,0,1,2,147,54,67,-13,13
Is it true that fifty-four is larger than sixty-eight?,0,1,2,148,54,68,-14,14
Is it true that fifty-four is larger than sixty-nine?,0,1,2,149,54,69,-15,15
Is it true that fifty-four is larger than seventy-one?,0,1,2,150,54,71,-17,17
Is it true that fifty-four is larger than seventy-two?,0,1,2,151,54,72,-18,18
Is it true that fifty-four is larger than seventy-three?,0,1,2,152,54,73,-19,19
Is it true that fifty-four is larger than seventy-four?,0,1,2,153,54,74,-20,20
Is it true that fifty-four is larger than seventy-five?,0,1,2,154,54,75,-21,21
Is it true that fifty-four is larger than seventy-six?,0,1,2,155,54,76,-22,22
Is it true that fifty-four is larger than seventy-seven?,0,1,2,156,54,77,-23,23
Is it true that fifty-four is larger than seventy-eight?,0,1,2,157,54,78,-24,24
Is it true that fifty-four is larger than seventy-nine?,0,1,2,158,54,79,-25,25
Is it true that fifty-four is larger than eighty-one?,0,1,2,159,54,81,-27,27
Is it true that fifty-four is larger than eighty-two?,0,1,2,160,54,82,-28,28
Is it true that fifty-four is larger than eighty-three?,0,1,2,161,54,83,-29,29
Is it true that fifty-four is larger than eighty-four?,0,1,2,162,54,84,-30,30
Is it true that fifty-four is larger than eighty-five?,0,1,2,163,54,85,-31,31
Is it true that fifty-four is larger than eighty-six?,0,1,2,164,54,86,-32,32
Is it true that fifty-four is larger than eighty-seven?,0,1,2,165,54,87,-33,33
Is it true that fifty-four is larger than eighty-eight?,0,1,2,166,54,88,-34,34
Is it true that fifty-four is larger than eighty-nine?,0,1,2,167,54,89,-35,35
Is it true that fifty-four is larger than ninety-one?,0,1,2,168,54,91,-37,37
Is it true that fifty-four is larger than ninety-two?,0,1,2,169,54,92,-38,38
Is it true that fifty-four is larger than ninety-three?,0,1,2,170,54,93,-39,39
Is it true that fifty-four is larger than ninety-four?,0,1,2,171,54,94,-40,40
Is it true that fifty-four is larger than ninety-five?,0,1,2,172,54,95,-41,41
Is it true that fifty-four is larger than ninety-six?,0,1,2,173,54,96,-42,42
Is it true that fifty-four is larger than ninety-seven?,0,1,2,174,54,97,-43,43
Is it true that fifty-four is larger than ninety-eight?,0,1,2,175,54,98,-44,44
Is it true that fifty-four is larger than ninety-nine?,0,1,2,176,54,99,-45,45
Is it true that fifty-five is larger than fifty-one?,1,1,2,177,55,51,4,4
Is it true that fifty-five is larger than fifty-two?,1,1,2,178,55,52,3,3
Is it true that fifty-five is larger than fifty-three?,1,1,2,179,55,53,2,2
Is it true that fifty-five is larger than fifty-four?,1,1,2,180,55,54,1,1
Is it true that fifty-five is larger than fifty-six?,0,1,2,181,55,56,-1,1
Is it true that fifty-five is larger than fifty-seven?,0,1,2,182,55,57,-2,2
Is it true that fifty-five is larger than fifty-eight?,0,1,2,183,55,58,-3,3
Is it true that fifty-five is larger than fifty-nine?,0,1,2,184,55,59,-4,4
Is it true that fifty-five is larger than sixty-one?,0,1,2,185,55,61,-6,6
Is it true that fifty-five is larger than sixty-two?,0,1,2,186,55,62,-7,7
Is it true that fifty-five is larger than sixty-three?,0,1,2,187,55,63,-8,8
Is it true that fifty-five is larger than sixty-four?,0,1,2,188,55,64,-9,9
Is it true that fifty-five is larger than sixty-five?,0,1,2,189,55,65,-10,10
Is it true that fifty-five is larger than sixty-six?,0,1,2,190,55,66,-11,11
Is it true that fifty-five is larger than sixty-seven?,0,1,2,191,55,67,-12,12
Is it true that fifty-five is larger than sixty-eight?,0,1,2,192,55,68,-13,13
Is it true that fifty-five is larger than sixty-nine?,0,1,2,193,55,69,-14,14
Is it true that fifty-five is larger than seventy-one?,0,1,2,194,55,71,-16,16
Is it true that fifty-five is larger than seventy-two?,0,1,2,195,55,72,-17,17
Is it true that fifty-five is larger than seventy-three?,0,1,2,196,55,73,-18,18
Is it true that fifty-five is larger than seventy-four?,0,1,2,197,55,74,-19,19
Is it true that fifty-five is larger than seventy-five?,0,1,2,198,55,75,-20,20
Is it true that fifty-five is larger than seventy-six?,0,1,2,199,55,76,-21,21
Is it true that fifty-five is larger than seventy-seven?,0,1,2,200,55,77,-22,22
Is it true that fifty-five is larger than seventy-eight?,0,1,2,201,55,78,-23,23
Is it true that fifty-five is larger than seventy-nine?,0,1,2,202,55,79,-24,24
Is it true that fifty-five is larger than eighty-one?,0,1,2,203,55,81,-26,26
Is it true that fifty-five is larger than eighty-two?,0,1,2,204,55,82,-27,27
Is it true that fifty-five is larger than eighty-three?,0,1,2,205,55,83,-28,28
Is it true that fifty-five is larger than eighty-four?,0,1,2,206,55,84,-29,29
Is it true that fifty-five is larger than eighty-five?,0,1,2,207,55,85,-30,30
Is it true that fifty-five is larger than eighty-six?,0,1,2,208,55,86,-31,31
Is it true that fifty-five is larger than eighty-seven?,0,1,2,209,55,87,-32,32
Is it true that fifty-five is larger than eighty-eight?,0,1,2,210,55,88,-33,33
Is it true that fifty-five is larger than eighty-nine?,0,1,2,211,55,89,-34,34
Is it true that fifty-five is larger than ninety-one?,0,1,2,212,55,91,-36,36
Is it true that fifty-five is larger than ninety-two?,0,1,2,213,55,92,-37,37
Is it true that fifty-five is larger than ninety-three?,0,1,2,214,55,93,-38,38
Is it true that fifty-five is larger than ninety-four?,0,1,2,215,55,94,-39,39
Is it true that fifty-five is larger than ninety-five?,0,1,2,216,55,95,-40,40
Is it true that fifty-five is larger than ninety-six?,0,1,2,217,55,96,-41,41
Is it true that fifty-five is larger than ninety-seven?,0,1,2,218,55,97,-42,42
Is it true that fifty-five is larger than ninety-eight?,0,1,2,219,55,98,-43,43
Is it true that fifty-five is larger than ninety-nine?,0,1,2,220,55,99,-44,44
Is it true that fifty-six is larger than fifty-one?,1,1,2,221,56,51,5,5
Is it true that fifty-six is larger than fifty-two?,1,1,2,222,56,52,4,4
Is it true that fifty-six is larger than fifty-three?,1,1,2,223,56,53,3,3
Is it true that fifty-six is larger than fifty-four?,1,1,2,224,56,54,2,2
Is it true that fifty-six is larger than fifty-five?,1,1,2,225,56,55,1,1
Is it true that fifty-six is larger than fifty-seven?,0,1,2,226,56,57,-1,1
Is it true that fifty-six is larger than fifty-eight?,0,1,2,227,56,58,-2,2
Is it true that fifty-six is larger than fifty-nine?,0,1,2,228,56,59,-3,3
Is it true that fifty-six is larger than sixty-one?,0,1,2,229,56,61,-5,5
Is it true that fifty-six is larger than sixty-two?,0,1,2,230,56,62,-6,6
Is it true that fifty-six is larger than sixty-three?,0,1,2,231,56,63,-7,7
Is it true that fifty-six is larger than sixty-four?,0,1,2,232,56,64,-8,8
Is it true that fifty-six is larger than sixty-five?,0,1,2,233,56,65,-9,9
Is it true that fifty-six is larger than sixty-six?,0,1,2,234,56,66,-10,10
Is it true that fifty-six is larger than sixty-seven?,0,1,2,235,56,67,-11,11
Is it true that fifty-six is larger than sixty-eight?,0,1,2,236,56,68,-12,12
Is it true that fifty-six is larger than sixty-nine?,0,1,2,237,56,69,-13,13
Is it true that fifty-six is larger than seventy-one?,0,1,2,238,56,71,-15,15
Is it true that fifty-six is larger than seventy-two?,0,1,2,239,56,72,-16,16
Is it true that fifty-six is larger than seventy-three?,0,1,2,240,56,73,-17,17
Is it true that fifty-six is larger than seventy-four?,0,1,2,241,56,74,-18,18
Is it true that fifty-six is larger than seventy-five?,0,1,2,242,56,75,-19,19
Is it true that fifty-six is larger than seventy-six?,0,1,2,243,56,76,-20,20
Is it true that fifty-six is larger than seventy-seven?,0,1,2,244,56,77,-21,21
Is it true that fifty-six is larger than seventy-eight?,0,1,2,245,56,78,-22,22
Is it true that fifty-six is larger than seventy-nine?,0,1,2,246,56,79,-23,23
Is it true that fifty-six is larger than eighty-one?,0,1,2,247,56,81,-25,25
Is it true that fifty-six is larger than eighty-two?,0,1,2,248,56,82,-26,26
Is it true that fifty-six is larger than eighty-three?,0,1,2,249,56,83,-27,27
Is it true that fifty-six is larger than eighty-four?,0,1,2,250,56,84,-28,28
Is it true that fifty-six is larger than eighty-five?,0,1,2,251,56,85,-29,29
Is it true that fifty-six is larger than eighty-six?,0,1,2,252,56,86,-30,30
Is it true that fifty-six is larger than eighty-seven?,0,1,2,253,56,87,-31,31
Is it true that fifty-six is larger than eighty-eight?,0,1,2,254,56,88,-32,32
Is it true that fifty-six is larger than eighty-nine?,0,1,2,255,56,89,-33,33
Is it true that fifty-six is larger than ninety-one?,0,1,2,256,56,91,-35,35
Is it true that fifty-six is larger than ninety-two?,0,1,2,257,56,92,-36,36
Is it true that fifty-six is larger than ninety-three?,0,1,2,258,56,93,-37,37
Is it true that fifty-six is larger than ninety-four?,0,1,2,259,56,94,-38,38
Is it true that fifty-six is larger than ninety-five?,0,1,2,260,56,95,-39,39
Is it true that fifty-six is larger than ninety-six?,0,1,2,261,56,96,-40,40
Is it true that fifty-six is larger than ninety-seven?,0,1,2,262,56,97,-41,41
Is it true that fifty-six is larger than ninety-eight?,0,1,2,263,56,98,-42,42
Is it true that fifty-six is larger than ninety-nine?,0,1,2,264,56,99,-43,43
Is it true that fifty-seven is larger than fifty-one?,1,1,2,265,57,51,6,6
Is it true that fifty-seven is larger than fifty-two?,1,1,2,266,57,52,5,5
Is it true that fifty-seven is larger than fifty-three?,1,1,2,267,57,53,4,4
Is it true that fifty-seven is larger than fifty-four?,1,1,2,268,57,54,3,3
Is it true that fifty-seven is larger than fifty-five?,1,1,2,269,57,55,2,2
Is it true that fifty-seven is larger than fifty-six?,1,1,2,270,57,56,1,1
Is it true that fifty-seven is larger than fifty-eight?,0,1,2,271,57,58,-1,1
Is it true that fifty-seven is larger than fifty-nine?,0,1,2,272,57,59,-2,2
Is it true that fifty-seven is larger than sixty-one?,0,1,2,273,57,61,-4,4
Is it true that fifty-seven is larger than sixty-two?,0,1,2,274,57,62,-5,5
Is it true that fifty-seven is larger than sixty-three?,0,1,2,275,57,63,-6,6
Is it true that fifty-seven is larger than sixty-four?,0,1,2,276,57,64,-7,7
Is it true that fifty-seven is larger than sixty-five?,0,1,2,277,57,65,-8,8
Is it true that fifty-seven is larger than sixty-six?,0,1,2,278,57,66,-9,9
Is it true that fifty-seven is larger than sixty-seven?,0,1,2,279,57,67,-10,10
Is it true that fifty-seven is larger than sixty-eight?,0,1,2,280,57,68,-11,11
Is it true that fifty-seven is larger than sixty-nine?,0,1,2,281,57,69,-12,12
Is it true that fifty-seven is larger than seventy-one?,0,1,2,282,57,71,-14,14
Is it true that fifty-seven is larger than seventy-two?,0,1,2,283,57,72,-15,15
Is it true that fifty-seven is larger than seventy-three?,0,1,2,284,57,73,-16,16
Is it true that fifty-seven is larger than seventy-four?,0,1,2,285,57,74,-17,17
Is it true that fifty-seven is larger than seventy-five?,0,1,2,286,57,75,-18,18
Is it true that fifty-seven is larger than seventy-six?,0,1,2,287,57,76,-19,19
Is it true that fifty-seven is larger than seventy-seven?,0,1,2,288,57,77,-20,20
Is it true that fifty-seven is larger than seventy-eight?,0,1,2,289,57,78,-21,21
Is it true that fifty-seven is larger than seventy-nine?,0,1,2,290,57,79,-22,22
Is it true that fifty-seven is larger than eighty-one?,0,1,2,291,57,81,-24,24
Is it true that fifty-seven is larger than eighty-two?,0,1,2,292,57,82,-25,25
Is it true that fifty-seven is larger than eighty-three?,0,1,2,293,57,83,-26,26
Is it true that fifty-seven is larger than eighty-four?,0,1,2,294,57,84,-27,27
Is it true that fifty-seven is larger than eighty-five?,0,1,2,295,57,85,-28,28
Is it true that fifty-seven is larger than eighty-six?,0,1,2,296,57,86,-29,29
Is it true that fifty-seven is larger than eighty-seven?,0,1,2,297,57,87,-30,30
Is it true that fifty-seven is larger than eighty-eight?,0,1,2,298,57,88,-31,31
Is it true that fifty-seven is larger than eighty-nine?,0,1,2,299,57,89,-32,32
Is it true that fifty-seven is larger than ninety-one?,0,1,2,300,57,91,-34,34
Is it true that fifty-seven is larger than ninety-two?,0,1,2,301,57,92,-35,35
Is it true that fifty-seven is larger than ninety-three?,0,1,2,302,57,93,-36,36
Is it true that fifty-seven is larger than ninety-four?,0,1,2,303,57,94,-37,37
Is it true that fifty-seven is larger than ninety-five?,0,1,2,304,57,95,-38,38
Is it true that fifty-seven is larger than ninety-six?,0,1,2,305,57,96,-39,39
Is it true that fifty-seven is larger than ninety-seven?,0,1,2,306,57,97,-40,40
Is it true that fifty-seven is larger than ninety-eight?,0,1,2,307,57,98,-41,41
Is it true that fifty-seven is larger than ninety-nine?,0,1,2,308,57,99,-42,42
Is it true that fifty-eight is larger than fifty-one?,1,1,2,309,58,51,7,7
Is it true that fifty-eight is larger than fifty-two?,1,1,2,310,58,52,6,6
Is it true that fifty-eight is larger than fifty-three?,1,1,2,311,58,53,5,5
Is it true that fifty-eight is larger than fifty-four?,1,1,2,312,58,54,4,4
Is it true that fifty-eight is larger than fifty-five?,1,1,2,313,58,55,3,3
Is it true that fifty-eight is larger than fifty-six?,1,1,2,314,58,56,2,2
Is it true that fifty-eight is larger than fifty-seven?,1,1,2,315,58,57,1,1
Is it true that fifty-eight is larger than fifty-nine?,0,1,2,316,58,59,-1,1
Is it true that fifty-eight is larger than sixty-one?,0,1,2,317,58,61,-3,3
Is it true that fifty-eight is larger than sixty-two?,0,1,2,318,58,62,-4,4
Is it true that fifty-eight is larger than sixty-three?,0,1,2,319,58,63,-5,5
Is it true that fifty-eight is larger than sixty-four?,0,1,2,320,58,64,-6,6
Is it true that fifty-eight is larger than sixty-five?,0,1,2,321,58,65,-7,7
Is it true that fifty-eight is larger than sixty-six?,0,1,2,322,58,66,-8,8
Is it true that fifty-eight is larger than sixty-seven?,0,1,2,323,58,67,-9,9
Is it true that fifty-eight is larger than sixty-eight?,0,1,2,324,58,68,-10,10
Is it true that fifty-eight is larger than sixty-nine?,0,1,2,325,58,69,-11,11
Is it true that fifty-eight is larger than seventy-one?,0,1,2,326,58,71,-13,13
Is it true that fifty-eight is larger than seventy-two?,0,1,2,327,58,72,-14,14
Is it true that fifty-eight is larger than seventy-three?,0,1,2,328,58,73,-15,15
Is it true that fifty-eight is larger than seventy-four?,0,1,2,329,58,74,-16,16
Is it true that fifty-eight is larger than seventy-five?,0,1,2,330,58,75,-17,17
Is it true that fifty-eight is larger than seventy-six?,0,1,2,331,58,76,-18,18
Is it true that fifty-eight is larger than seventy-seven?,0,1,2,332,58,77,-19,19
Is it true that fifty-eight is larger than seventy-eight?,0,1,2,333,58,78,-20,20
Is it true that fifty-eight is larger than seventy-nine?,0,1,2,334,58,79,-21,21
Is it true that fifty-eight is larger than eighty-one?,0,1,2,335,58,81,-23,23
Is it true that fifty-eight is larger than eighty-two?,0,1,2,336,58,82,-24,24
Is it true that fifty-eight is larger than eighty-three?,0,1,2,337,58,83,-25,25
Is it true that fifty-eight is larger than eighty-four?,0,1,2,338,58,84,-26,26
Is it true that fifty-eight is larger than eighty-five?,0,1,2,339,58,85,-27,27
Is it true that fifty-eight is larger than eighty-six?,0,1,2,340,58,86,-28,28
Is it true that fifty-eight is larger than eighty-seven?,0,1,2,341,58,87,-29,29
Is it true that fifty-eight is larger than eighty-eight?,0,1,2,342,58,88,-30,30
Is it true that fifty-eight is larger than eighty-nine?,0,1,2,343,58,89,-31,31
Is it true that fifty-eight is larger than ninety-one?,0,1,2,344,58,91,-33,33
Is it true that fifty-eight is larger than ninety-two?,0,1,2,345,58,92,-34,34
Is it true that fifty-eight is larger than ninety-three?,0,1,2,346,58,93,-35,35
Is it true that fifty-eight is larger than ninety-four?,0,1,2,347,58,94,-36,36
Is it true that fifty-eight is larger than ninety-five?,0,1,2,348,58,95,-37,37
Is it true that fifty-eight is larger than ninety-six?,0,1,2,349,58,96,-38,38
Is it true that fifty-eight is larger than ninety-seven?,0,1,2,350,58,97,-39,39
Is it true that fifty-eight is larger than ninety-eight?,0,1,2,351,58,98,-40,40
Is it true that fifty-eight is larger than ninety-nine?,0,1,2,352,58,99,-41,41
Is it true that fifty-nine is larger than fifty-one?,1,1,2,353,59,51,8,8
Is it true that fifty-nine is larger than fifty-two?,1,1,2,354,59,52,7,7
Is it true that fifty-nine is larger than fifty-three?,1,1,2,355,59,53,6,6
Is it true that fifty-nine is larger than fifty-four?,1,1,2,356,59,54,5,5
Is it true that fifty-nine is larger than fifty-five?,1,1,2,357,59,55,4,4
Is it true that fifty-nine is larger than fifty-six?,1,1,2,358,59,56,3,3
Is it true that fifty-nine is larger than fifty-seven?,1,1,2,359,59,57,2,2
Is it true that fifty-nine is larger than fifty-eight?,1,1,2,360,59,58,1,1
Is it true that fifty-nine is larger than sixty-one?,0,1,2,361,59,61,-2,2
